Air temperature, Rainfall, NH3, pH, Sea water temperature, H2S, Salinity, Alkalinity, BOD5, COD, TSS, As, Cd, Pb, Cu, Zn, label3
28.0958241942239,2244.26880698904,0.394216669745725,6.6,25.8,0.046,12.6,120.0,8.0,10.0,34.0,1.53949709252532,1.37410916650727,56.7664706413983,26.3817175816612,81.0835350590873,2
26.7555137590082,2270.0602766758,0.304704419805703,6.5,26.0,0.002,16.72,116.0,8.0,26.0,38.0,2.51515737992132,0.158466978013919,61.8601577355424,64.315158324676,163.468571726411,2
28.4343916796455,2321.39787446927,0.287252716189582,6.5,26.0,0.002,20.08,120.0,8.0,18.0,42.0,5.41139578660045,1.81569900392505,85.1221308069371,46.1770894488304,112.906671061838,2
27.7894721162375,2416.26059610841,0.385822882315623,6.4,26.1,0.001,16.48,106.0,8.0,8.0,44.0,6.87715369609819,1.28615935537919,60.9200159926108,65.0467206790622,85.5898629783456,2
25.2210816380049,1908.49863064543,0.381386838244885,8.8,28.7,0.001,6.1,130.0,8.0,18.0,74.0,5.93874977272252,1.1145986924289,65.7489300296345,63.137547903393,145.752224428334,1
25.0370391272845,2451.28890940425,0.285669853270672,8.4,28.7,0.001,4.5,110.0,6.0,13.0,32.0,4.51536893218237,0.596069095093814,29.772060382129,27.1104170460177,110.774118683707,1
27.4062338098241,1945.46274544696,0.28558398437984,8.5,28.9,0.017,7.2,106.0,6.0,9.0,10.0,1.62942990751913,1.56778722963121,46.9131997583516,25.0618374658779,41.7378162896992,2
26.7300623729695,1950.25799965203,0.330390574565073,8.3,28.5,0.001,14.3,81.0,6.0,21.0,54.0,4.09322447307669,1.27907326481539,74.9430390220571,7.28635249714478,156.339820182142,2
25.4756413921358,2299.51142428417,0.347278384711849,7.0,28.3,0.001,11.3,106.0,5.0,10.0,58.0,0.559762851103353,1.21757017877553,99.3489075052261,69.6764612357887,126.657369624973,2
25.3767093915506,1950.29523484036,0.329006051132217,6.9,28.4,0.006,14.4,180.0,5.0,15.0,38.0,11.9863588847002,0.912621959210407,96.0020347787781,33.2088722237751,143.888931387271,2
28.902489406547,2260.98120696538,0.334506760782831,7.7,28.0,0.001,15.1,134.0,7.0,8.0,38.0,0.31111473709133,1.31938495708224,87.2167712260929,31.8232476844751,91.5729752687613,2
25.560221618758,2586.70336794764,0.32870189264095,7.7,28.7,0.001,5.8,25.0,7.0,11.0,60.0,5.02071717490989,1.86455889510617,97.3383196718478,27.4577797078133,83.8087120763798,1
26.9820262265145,2538.54373828607,0.298939469991567,8.3,28.8,0.003,6.1,115.0,7.0,9.0,59.0,3.92534707225394,0.64337581771867,95.8962169651636,22.3841176216352,3.68474325042434,1
27.840980805344,2022.17599213875,0.343446870906869,7.8,28.0,0.017,6.8,160.0,7.0,10.0,80.0,8.81931718308649,0.611658311329653,82.5769729907559,11.937900614997,169.420789459922,1
27.9192609852115,2321.69187350739,0.39344078776959,7.6,28.1,0.003,5.9,135.0,8.0,18.0,47.0,1.74699230522683,1.234997863637,42.8378815992538,46.6582536930605,129.729018555441,2
26.9945581875053,1947.1620135931,0.336664776306401,8.0,28.1,0.001,8.1,132.0,7.0,12.0,44.0,11.1779872736963,1.54565647305837,6.98803634817721,0.37079571911006,195.379544739426,2
28.425638522623,2376.02445478552,0.308236321859264,8.1,28.1,0.017,14.2,120.0,6.0,12.0,10.0,4.42045299112217,0.840059478366304,28.2459129612704,15.167020000625,91.5380426220157,2
28.8119965310719,2309.60347514891,0.285100472623381,7.6,28.2,0.001,12.0,115.0,7.0,12.0,61.0,5.16271831615204,0.335348775440332,32.1686667326554,10.6782138045311,12.8791548231404,2
28.0445588079614,2237.11411244423,0.314589462219301,7.4,28.2,0.017,13.1,160.0,8.0,18.0,29.0,0.00377303572904353,1.75808866094527,34.8739948352731,65.6067503219856,25.6480033769581,2
28.1442572211078,2545.1794889663,0.400284987017566,7.4,28.2,0.016,13.1,150.0,8.0,10.0,42.0,4.20440513657938,0.954254455830499,85.9906445290835,67.1853999770473,21.4978368539057,2
27.0602285169269,1917.52814210363,0.282719190328224,7.3,28.1,0.001,6.0,142.0,7.0,23.0,16.0,0.270226103942961,0.0149276408235359,40.7423170771144,12.7010650081419,180.088598165108,2
28.1094348533108,2211.45643271891,0.39453580859358,8.2,28.1,0.017,5.3,120.0,8.0,26.0,70.0,3.13207330563116,0.418628606841379,35.2279229626751,12.6435623457143,59.2969703026042,1
28.1841142252415,1951.59844837816,0.418661905049545,8.4,29.7,0.008,5.2,106.0,5.0,12.0,28.0,11.4146386436493,1.3800174853311,0.0571056403172232,12.6435623457143,127.50399616925,1
28.014018252001,2526.61488244162,0.324996095219947,8.4,29.8,0.001,4.8,106.0,7.0,18.0,11.0,7.20385764055974,0.0534957459636902,79.0209437031096,26.7807054593301,196.928572699417,2
25.5174512138331,2041.95331682641,0.406165398694806,8.8,29.9,0.005,6.3,130.0,5.0,10.0,74.0,11.4146386436493,1.49267784696578,71.0873175292858,59.8450659431742,97.7690983509232,1
25.5124545307022,2245.45460630544,0.321626133654915,7.7,29.3,0.001,15.3,110.0,8.0,10.0,50.0,4.39387641362904,1.06264296562446,95.8477814093456,67.253712321522,65.1913359590344,2
28.9670979037148,2106.7735562969,0.343431496913376,8.1,29.6,0.002,12.6,23.21,6.0,10.0,5.0,3.9893379483904,1.88990827222145,4.5005387398111,13.3529123784849,24.594477435617,1
27.4033616317803,2474.07332134859,0.319232215231599,8.0,29.4,0.001,13.4,145.0,5.0,22.0,42.0,8.47787662320826,1.45590873334496,25.8108260806375,41.1880789298771,40.0345704818133,2
28.6497951851826,2000.10518092847,0.280819003174305,8.1,31.0,0.011,15.9,104.0,5.0,13.0,77.0,1.76596659223133,1.38635423891802,20.2695031083324,23.2198245622877,20.6159283053193,2
27.9460928708076,2314.52386141725,0.359485856357767,8.5,31.0,0.002,6.3,24.0,7.0,13.0,54.0,2.97335297327633,1.87914997520449,91.7315772287924,10.404225988597,143.35553370781,1
27.3808513616535,1971.0045355981,0.316930045904607,8.3,31.0,0.001,6.8,155.0,6.0,11.0,60.0,6.23251340629653,1.54321520021174,12.6699429715428,49.368017619563,101.510098823889,1
26.4908093652269,2596.88870971004,0.403668337898416,8.5,29.4,0.001,5.1,120.0,6.0,31.0,64.0,5.97988588946509,0.0559731184178007,77.2931563883958,56.4768339541851,119.693973725159,1
27.2124152096451,2005.42041603609,0.314848897896039,7.7,30.9,0.002,4.3,100.0,6.0,18.0,61.0,8.48133909011209,0.487664238752995,58.3097611617869,28.9695355208015,181.613242677701,1
25.4756413921358,1954.70929791977,0.322044753677222,8.6,30.3,0.001,5.5,130.0,5.0,11.0,74.0,3.34633149885842,0.038433609113224,70.3405932477213,14.9091344985573,186.819254441267,1
26.8015437515823,2227.82437428603,0.309426959765143,7.2,30.5,0.001,16.1,90.0,8.0,14.0,30.0,10.6060468331836,0.904894798435907,25.7197180924586,57.322817573521,120.574047523034,2
27.3895781162954,1966.63127683588,0.368290513633045,8.3,29.8,0.002,12.4,116.0,7.0,17.0,69.0,11.8772308005893,1.12765421626976,46.9800066319263,48.7664519993096,97.4591916464414,2
26.159336455398,1969.65675000582,0.381375013434455,7.9,30.1,0.003,14.9,120.0,8.0,29.0,55.0,4.80864009057198,0.398099724570179,63.9038876630534,68.4917361629107,199.677265767789,2
25.5387680996934,2224.74560027704,0.29925788864905,7.8,30.0,0.032,13.2,120.0,6.0,13.0,36.0,7.37476729554313,0.977374302733939,26.7610857662177,40.5848454313399,35.4413540619828,2
27.9664585309261,2494.81113398086,0.403992808806353,7.8,29.8,0.001,5.6,102.0,6.0,10.0,20.0,2.34173064645978,1.29929781442349,60.3975946758288,55.8551919474934,29.1526400479671,2
25.3246160016956,2369.98246692112,0.349715458229013,7.5,30.0,0.017,7.2,120.0,7.0,12.0,20.0,1.66083358819442,0.898252247073859,35.5046712724688,37.3905285740383,97.4591916464414,2
25.9106445871969,2018.05141726349,0.294133167901736,144.0,33.0,0.017,4.8,120.0,7.0,20.0,30.0,10.9424589920042,1.98385881843599,93.2981759897951,21.0903287424655,142.231736753302,1
26.9281230383454,1918.34103893146,0.291401947373715,150.0,29.4,0.017,16.71,21.86,6.0,18.0,58.0,10.665797796116,1.03829717317118,44.7902231257768,26.4013698178821,166.675126623414,1
28.0071228369231,1979.73507837332,0.39476339563953,130.0,28.4,0.017,19.45,120.0,7.0,24.0,54.0,6.16462249400465,0.825887060465812,63.5300744422699,9.75276815832901,103.22946830644,1
26.7382523387908,1911.06226741431,0.30118309500653,120.0,30.9,0.017,17.21,160.0,7.0,22.0,78.0,8.46317459888444,1.44894758040608,54.1484364166699,40.9075057121632,87.426938125916,1
28.2560815386641,2439.13086461093,0.359596559706971,128.0,28.2,0.017,16.45,140.0,5.0,18.0,48.0,7.90285394815325,1.49742817713567,66.737058001214,53.5392768677074,41.6549750406134,1
26.0592287092863,2115.33993979689,0.395716700608537,92.0,28.2,0.017,6.17,106.0,6.0,18.0,30.0,6.17114075620344,1.58055053414847,2.4266988421633,52.5581559984496,96.5381580548964,1
